word,galls
아이폰,"[20210818_smartphone(200.99),20210818_car_new1(15.75),20210818_drama_new3(9.26),20210818_comic_new2(9.26),20210818_baseball_new10(9.26),20210818_idolmaster(8.34),20210818_cs_new1(7.41),20210818_maplestory(6.48),20210818_pridepc_new4(5.56),20210818_fashion_new1(5.56)]"
몽고메리,"[20210818_samsunglions_new(203.50),20210818_hanwhaeagles_new(27.75),20210818_lotto_new2(27.75),20210818_baseball_ab2(18.50),20210818_skwyverns(4.63),20210818_tigers_new(2.31),20210818_blackpink(2.31),20210818_doosanbears_new1(2.31),20210818_lgtwins_new(2.31)]"
몽고,"[20210818_samsunglions_new(171.67),20210818_lotto_new2(12.09),20210818_baseball_ab2(7.25),20210818_hanwhaeagles_new(7.25),20210818_cs_new1(4.84),20210818_comic_new2(4.84),20210818_w_entertainer(2.42),20210818_giants_new2(2.42)]"
강민호,"[20210818_samsunglions_new(151.25),20210818_hanwhaeagles_new(31.95),20210818_giants_new2(21.30),20210818_lotto_new2(12.78),20210818_tigers_new(6.39),20210818_doosanbears_new1(6.39),20210818_baseball_ab2(4.26),20210818_ktwiz(2.13),20210818_sh_new(2.13),20210818_baseball_new10(2.13)]"
탁주,"[20210818_samsunglions_new(140.66),20210818_mistertrot(3.52)]"
풍기,"[20210818_samsunglions_new(128.12),20210818_giants_new2(10.68),20210818_comic_new2(2.67),20210818_baseball_ab2(2.67),20210818_hanwhaeagles_new(2.67),20210818_lgtwins_new(2.67)]"
진승현,"[20210818_samsunglions_new(116.24),20210818_tigers_new(16.14),20210818_hanwhaeagles_new(12.92)]"
갤럭시,"[20210818_smartphone(120.07),20210818_comic_new2(15.19),20210818_pridepc_new4(14.47),20210818_drama_new3(10.85),20210818_fantasy_new(9.40),20210818_baseball_new10(7.96),20210818_car_new1(7.23),20210818_diet(5.06),20210818_tabletpc(5.06),20210818_neostock(4.34)]"
워치,"[20210818_smartphone(111.47),20210818_fantasy_new(35.15),20210818_idolmaster(19.08),20210818_diet(18.08),20210818_tabletpc(9.04),20210818_baseball_new10(9.04),20210818_drama_new3(7.03),20210818_iu_new(6.03),20210818_pridepc_new4(6.03),20210818_comic_new2(5.02)]"
필주,"[20210818_samsunglions_new(101.98),20210818_tigers_new(3.52)]"
야수,"[20210818_baseball_new10(106.93),20210818_samsunglions_new(41.39),20210818_tigers_new(39.67),20210818_giants_new2(20.70),20210818_lgtwins_new(18.97),20210818_bitcoins(12.07),20210818_hanwhaeagles_new(6.90),20210818_sh_new(6.90),20210818_ncdinos(5.17),20210818_ktwiz(3.45)]"
폴드,"[20210818_smartphone(249.33),20210818_comic_new2(22.86),20210818_idolmaster(13.07),20210818_samsunglions_new(6.53),20210818_baseball_new10(6.53),20210818_car_new1(5.44),20210818_neostock(4.36),20210818_extra(4.36),20210818_tabletpc(4.36),20210818_drama_new3(4.36)]"
플립,"[20210818_smartphone(255.32),20210818_drama_new3(23.87),20210818_m_entertainer1(23.87),20210818_comic_new2(20.25),20210818_baseball_new10(15.19),20210818_idolmaster(10.85),20210818_producex(6.51),20210818_bts(5.79),20210818_neostock(5.06),20210818_extra(5.06)]"
아이폰,"[20210818_smartphone(200.99),20210818_car_new1(15.75),20210818_drama_new3(9.26),20210818_comic_new2(9.26),20210818_baseball_new10(9.26),20210818_idolmaster(8.34),20210818_cs_new1(7.41),20210818_maplestory(6.48),20210818_pridepc_new4(5.56),20210818_fashion_new1(5.56)]"
그레이,"[20210818_hiphop(445.66),20210818_comic_new2(4.43),20210818_smartphone(4.43),20210818_pridepc_new4(2.22),20210818_bitcoins(2.22),20210818_blackpink(2.22),20210818_fashion_new1(2.22),20210818_car_new1(2.22),20210818_divination(2.22),20210818_extra(2.22)]"
졸,"[20210818_baseball_ab2(154.36),20210818_akb48(9.23),20210818_lotto_new2(5.28),20210818_boardgame(3.96),20210818_depression_new1(3.96),20210818_gongik_new(2.64),20210818_d_fighter_new2(2.64),20210818_maplestory(2.64),20210818_divination(2.64),20210818_comic_new2(2.64)]"
갤럭시,"[20210818_smartphone(120.07),20210818_comic_new2(15.19),20210818_pridepc_new4(14.47),20210818_drama_new3(10.85),20210818_fantasy_new(9.40),20210818_baseball_new10(7.96),20210818_car_new1(7.23),20210818_diet(5.06),20210818_tabletpc(5.06),20210818_neostock(4.34)]"
갈비,"[20210818_baseball_ab2(136.33),20210818_giants_new2(12.78),20210818_drama_new3(10.65),20210818_doosanbears_new1(8.52),20210818_baseball_new10(6.39),20210818_idolmaster(4.26),20210818_divination(2.13),20210818_toy(2.13),20210818_gongik_new(2.13),20210818_depression_new1(2.13)]"
삼성,"[20210818_smartphone(152.69),20210818_samsunglions_new(61.74),20210818_lotto_new2(41.16),20210818_neostock(29.87),20210818_tabletpc(27.88),20210818_comic_new2(14.61),20210818_car_new1(9.96),20210818_idolmaster(9.96),20210818_pridepc_new4(7.97),20210818_baseball_new10(7.97)]"
갓데,"[20210818_baseball_ab2(129.32),20210818_sh_new(5.07),20210818_giants_new2(5.07),20210818_ktwiz(2.54),20210818_boardgame(2.54),20210818_skwyverns(2.54),20210818_pridepc_new4(2.54)]"
워치,"[20210818_smartphone(111.47),20210818_fantasy_new(35.15),20210818_idolmaster(19.08),20210818_diet(18.08),20210818_tabletpc(9.04),20210818_baseball_new10(9.04),20210818_drama_new3(7.03),20210818_iu_new(6.03),20210818_pridepc_new4(6.03),20210818_comic_new2(5.02)]"
보트,"[20210818_baseball_ab2(121.40),20210818_tr(11.29),20210818_giants_new2(2.82),20210818_fashion_new1(2.82),20210818_lgbt(2.82)]"
타르,"[20210818_baseball_ab2(116.64),20210818_pokemon(12.68),20210818_lotto_new2(12.68),20210818_giants_new2(7.61),20210818_football_new7(7.61),20210818_hanwhaeagles_new(5.07),20210818_lostark(5.07)]"
노트,"[20210818_smartphone(85.05),20210818_idolmaster(34.48),20210818_comic_new2(9.20),20210818_drama_new3(8.05),20210818_granblue(6.90),20210818_baseball_new10(6.90),20210818_pridepc_new4(4.60),20210818_tr(3.45),20210818_fantasy_new(3.45),20210818_sdvx(3.45)]"
범수,"[20210818_hanwhaeagles_new(471.64),20210818_baseball_ab2(48.18),20210818_samsunglions_new(35.50),20210818_tigers_new(7.61),20210818_w_entertainer(5.07),20210818_lgtwins_new(5.07),20210818_grsgills(2.54)]"
다저스,"[20210818_lotto_new2(259.75),20210818_baseball_ab2(67.76),20210818_loan_new1(5.65),20210818_samsunglions_new(2.82),20210818_giants_new2(2.82)]"
그레이,"[20210818_hiphop(445.66),20210818_comic_new2(4.43),20210818_smartphone(4.43),20210818_pridepc_new4(2.22),20210818_bitcoins(2.22),20210818_blackpink(2.22),20210818_fashion_new1(2.22),20210818_car_new1(2.22),20210818_divination(2.22),20210818_extra(2.22)]"
앨범,"[20210818_hiphop(131.07),20210818_top12(74.68),20210818_w_entertainer(67.06),20210818_redvelvet(53.34),20210818_etc_program2(30.48),20210818_grsgills(13.72),20210818_baseball_new10(13.72),20210818_mistertrot(7.62),20210818_iu_new(7.62),20210818_twice_new(6.10)]"
래퍼,"[20210818_hiphop(120.25),20210818_depression_new1(6.94),20210818_baseball_new10(6.94),20210818_grsgills(4.63),20210818_redvelvet(4.63),20210818_fantasy_new(2.31),20210818_producex(2.31),20210818_plastic_s(2.31),20210818_boardgame(2.31)]"
엘비,"[20210818_hiphop(109.78),20210818_neostock(3.23),20210818_cs_new1(3.23)]"
힙,"[20210818_hiphop(107.76),20210818_comic_new2(15.39),20210818_iu_new(12.83),20210818_depression_new1(5.13),20210818_baseball_new10(5.13),20210818_maplestory(3.85),20210818_earphone(3.85),20210818_baseball_ab2(3.85),20210818_fantasy_new(2.57),20210818_fashion_new1(2.57)]"
심바,[20210818_hiphop(74.52)]
자부,"[20210818_hiphop(73.85),20210818_comic_new2(3.52)]"
힙합,"[20210818_hiphop(70.02),20210818_bts(11.06),20210818_nba(3.69),20210818_fashion_new1(3.69),20210818_fantasy_new(3.69),20210818_comic_new2(3.69),20210818_superband2(3.69),20210818_idolmaster(1.84),20210818_football_new7(1.84),20210818_baseball_new10(1.84)]"
박재범,"[20210818_hiphop(54.10),20210818_extra(3.01),20210818_blackpink(3.01),20210818_baseball_new10(3.01)]"
쇼,"[20210818_idolmaster(69.35),20210818_leagueoflegends4(47.90),20210818_hiphop(43.34),20210818_stream(33.31),20210818_comic_new2(9.12),20210818_baseball_new10(9.12),20210818_lostark(8.21),20210818_akb48(7.76),20210818_lgtwins_new(7.76),20210818_samsunglions_new(6.39)]"
오가이,"[20210818_hiphop(41.97),20210818_toy(3.23),20210818_comic_new2(3.23)]"
랩,"[20210818_hiphop(33.75),20210818_lostark(19.69),20210818_w_entertainer(14.06),20210818_bts(11.95),20210818_depression_new1(9.14),20210818_producex(7.73),20210818_giants_new2(7.03),20210818_nba(7.03),20210818_lgtwins_new(5.62),20210818_grsgills(4.92)]"
디스,"[20210818_comic_new2(73.88),20210818_hiphop(34.30),20210818_grsgills(18.47),20210818_top12(13.19),20210818_baseball_new10(6.60),20210818_football_new7(5.28),20210818_fantasy_new(5.28),20210818_mistertrot(3.96),20210818_cs_new1(3.96),20210818_w_entertainer(3.96)]"
민호,"[20210818_lgtwins_new(66.52),20210818_samsunglions_new(64.30),20210818_hanwhaeagles_new(42.13),20210818_hiphop(24.39),20210818_mistertrot(17.74),20210818_drama_new3(6.65),20210818_giants_new2(6.65),20210818_baseball_ab2(4.43),20210818_ktwiz(4.43),20210818_ncdinos(4.43)]"
작곡,"[20210818_mistertrot(33.85),20210818_hiphop(29.01),20210818_bts(9.67),20210818_top12(9.67),20210818_w_entertainer(7.25),20210818_redvelvet(7.25),20210818_drama_new3(4.84),20210818_sphero(2.42)]"
플립,"[20210818_smartphone(255.32),20210818_drama_new3(23.87),20210818_m_entertainer1(23.87),20210818_comic_new2(20.25),20210818_baseball_new10(15.19),20210818_idolmaster(10.85),20210818_producex(6.51),20210818_bts(5.79),20210818_neostock(5.06),20210818_extra(5.06)]"
폴드,"[20210818_smartphone(249.33),20210818_comic_new2(22.86),20210818_idolmaster(13.07),20210818_samsunglions_new(6.53),20210818_baseball_new10(6.53),20210818_car_new1(5.44),20210818_neostock(4.36),20210818_extra(4.36),20210818_tabletpc(4.36),20210818_drama_new3(4.36)]"
아이폰,"[20210818_smartphone(200.99),20210818_car_new1(15.75),20210818_drama_new3(9.26),20210818_comic_new2(9.26),20210818_baseball_new10(9.26),20210818_idolmaster(8.34),20210818_cs_new1(7.41),20210818_maplestory(6.48),20210818_pridepc_new4(5.56),20210818_fashion_new1(5.56)]"
삼성,"[20210818_smartphone(152.69),20210818_samsunglions_new(61.74),20210818_lotto_new2(41.16),20210818_neostock(29.87),20210818_tabletpc(27.88),20210818_comic_new2(14.61),20210818_car_new1(9.96),20210818_idolmaster(9.96),20210818_pridepc_new4(7.97),20210818_baseball_new10(7.97)]"
워치,"[20210818_smartphone(111.47),20210818_fantasy_new(35.15),20210818_idolmaster(19.08),20210818_diet(18.08),20210818_tabletpc(9.04),20210818_baseball_new10(9.04),20210818_drama_new3(7.03),20210818_iu_new(6.03),20210818_pridepc_new4(6.03),20210818_comic_new2(5.02)]"
갤럭시,"[20210818_smartphone(120.07),20210818_comic_new2(15.19),20210818_pridepc_new4(14.47),20210818_drama_new3(10.85),20210818_fantasy_new(9.40),20210818_baseball_new10(7.96),20210818_car_new1(7.23),20210818_diet(5.06),20210818_tabletpc(5.06),20210818_neostock(4.34)]"
애플,"[20210818_smartphone(87.54),20210818_car_new1(12.37),20210818_neostock(8.56),20210818_comic_new2(5.71),20210818_idolmaster(5.71),20210818_loan_new1(5.71),20210818_baseball_new10(5.71),20210818_diet(4.76),20210818_earphone(3.81),20210818_mabi_heroes2(3.81)]"
앱,"[20210818_smartphone(83.75),20210818_m_entertainer1(45.41),20210818_maplestory(20.64),20210818_w_entertainer(19.46),20210818_top12(10.62),20210818_neostock(10.03),20210818_idolmaster(7.08),20210818_mistertrot(6.49),20210818_comic_new2(4.72),20210818_tabletpc(4.72)]"
노트,"[20210818_smartphone(85.05),20210818_idolmaster(34.48),20210818_comic_new2(9.20),20210818_drama_new3(8.05),20210818_granblue(6.90),20210818_baseball_new10(6.90),20210818_pridepc_new4(4.60),20210818_tr(3.45),20210818_fantasy_new(3.45),20210818_sdvx(3.45)]"
자급,"[20210818_smartphone(65.28),20210818_drama_new3(7.25),20210818_extra(2.42),20210818_idolmaster(2.42),20210818_game_mabinogi1(2.42),20210818_loan_new1(2.42),20210818_m_entertainer1(2.42),20210818_baseball_new10(2.42)]"
엽,"[20210818_smartphone(62.93),20210818_fight_game(19.60),20210818_elsword(11.35),20210818_etc_program2(6.19),20210818_baseball_new10(4.13),20210818_maplestory(3.09),20210818_tabletpc(3.09),20210818_fantasy_new(3.09),20210818_tr(2.06),20210818_gf(2.06)]"
사전,"[20210818_smartphone(64.93),20210818_tabletpc(7.90),20210818_fifaonline(7.02),20210818_comic_new2(3.51),20210818_bitcoins(2.63),20210818_d_fighter_new2(2.63),20210818_extra(2.63),20210818_earphone(2.63),20210818_drama_new3(2.63),20210818_akb48(2.63)]"
선족,"[20210818_smartphone(55.39),20210818_stream(25.56),20210818_baseball_ab2(4.26),20210818_tabletpc(4.26),20210818_baseball_new10(4.26),20210818_w_entertainer(4.26),20210818_m_entertainer1(4.26),20210818_leagueoflegends4(4.26),20210818_jumper(2.13),20210818_fight_game(2.13)]"
광고,"[20210818_smartphone(50.08),20210818_ib_new2(9.95),20210818_stream(9.33),20210818_drama_new3(9.33),20210818_mistertrot(7.15),20210818_bts(5.91),20210818_bitcoins(5.91),20210818_comic_new2(5.29),20210818_baseball_ab2(5.29),20210818_idolmaster(4.98)]"
판매량,"[20210818_smartphone(48.99),20210818_w_entertainer(8.52),20210818_comic_new2(6.39),20210818_car_new1(6.39),20210818_grsgills(6.39),20210818_redvelvet(4.26),20210818_twice_new(4.26),20210818_etc_program2(4.26),20210818_top12(4.26),20210818_neostock(2.13)]"
꾹,"[20210818_bts(345.76),20210818_stream(12.09),20210818_w_entertainer(12.09),20210818_ib_new2(7.25),20210818_tr(4.84),20210818_football_new7(2.42),20210818_drama_new3(2.42),20210818_cat(2.42)]"
찜,"[20210818_bts(165.83),20210818_chicken(7.37),20210818_comic_new2(3.69),20210818_extra(3.69),20210818_lgtwins_new(1.84),20210818_m_entertainer1(1.84),20210818_baseball_ab2(1.84),20210818_idolmaster(1.84),20210818_grsgills(1.84),20210818_lgbt(1.84)]"
지민이,"[20210818_bts(147.69),20210818_baseball_new10(3.52)]"
등골,"[20210818_bts(110.71),20210818_w_entertainer(32.80),20210818_baseball_new10(8.20),20210818_lostark(2.05),20210818_etc_program2(2.05),20210818_comic_new2(2.05),20210818_lotto_new2(2.05),20210818_boardgame(2.05),20210818_m_entertainer1(2.05),20210818_typemoon(2.05)]"
정국이가,[20210818_bts(74.52)]
정국팬,[20210818_bts(74.52)]
뷔팬,[20210818_bts(74.52)]
방탄,"[20210818_bts(69.21),20210818_grsgills(38.00),20210818_baseball_new10(27.14),20210818_etc_program2(21.71),20210818_top12(12.21),20210818_akb48(10.86),20210818_drama_new3(9.50),20210818_football_new7(8.14),20210818_mistertrot(5.43),20210818_smartphone(5.43)]"
박지민,[20210818_bts(58.83)]
빅히트,"[20210818_top12(62.44),20210818_grsgills(60.13),20210818_bts(53.19),20210818_akb48(20.81),20210818_etc_program2(18.50),20210818_baseball_new10(16.19),20210818_producex(11.56),20210818_lgbt(2.31),20210818_leagueoflegends4(2.31)]"
삐,"[20210818_extra(105.02),20210818_bts(46.06),20210818_w_entertainer(12.90),20210818_stream(5.53),20210818_bitcoins(3.69),20210818_typemoon(3.69),20210818_baseball_new10(3.69),20210818_divination(3.69),20210818_m_entertainer1(1.84),20210818_jumper(1.84)]"
모모,"[20210818_bts(37.55),20210818_grsgills(35.57),20210818_twice_new(17.78),20210818_idolmaster(15.81),20210818_japan_entertainment(9.88),20210818_closers(3.95),20210818_mistertrot(3.95),20210818_etc_program2(3.95),20210818_comic_new2(3.95),20210818_baseball_new10(1.98)]"
방개,"[20210818_ib_new2(64.58),20210818_bts(35.52),20210818_tr(6.46)]"
지미,"[20210818_bts(33.26),20210818_hanwhaeagles_new(4.43),20210818_sh_new(2.22),20210818_lostark(2.22),20210818_baseball_ab2(2.22),20210818_ncdinos(2.22),20210818_doosanbears_new1(2.22),20210818_touhou(2.22),20210818_comic_new2(2.22),20210818_leagueoflegends4(2.22)]"
정국,"[20210818_bts(33.06),20210818_grsgills(6.01),20210818_top12(6.01),20210818_baseball_new10(3.01)]"
견적,"[20210818_pridepc_new4(180.42),20210818_fantasy_new(14.35),20210818_lostark(6.15),20210818_car_new1(6.15),20210818_plastic_s(4.10),20210818_lgtwins_new(4.10),20210818_leagueoflegends4(2.05),20210818_top12(2.05),20210818_divination(2.05),20210818_sdvx(2.05)]"
본체,"[20210818_pridepc_new4(143.03),20210818_lostark(7.63),20210818_ani1_new1(3.81),20210818_earphone(3.81),20210818_leagueoflegends4(1.91),20210818_comic_new2(1.91),20210818_granblue(1.91),20210818_fantasy_new(1.91),20210818_kancolle(1.91),20210818_tr(1.91)]"
채굴,"[20210818_pridepc_new4(126.78),20210818_bitcoins(7.61),20210818_fantasy_new(5.07),20210818_comic_new2(2.54),20210818_bike(2.54),20210818_kancolle(2.54),20210818_stream(2.54)]"
그래픽,"[20210818_pridepc_new4(124.73),20210818_monsterhunter(24.95),20210818_idolmaster(10.69),20210818_lostark(7.13),20210818_fantasy_new(5.35),20210818_baseball_new10(5.35),20210818_typemoon(3.56),20210818_tr(3.56),20210818_leagueoflegends4(1.78),20210818_d_fighter_new2(1.78)]"
컴,"[20210818_pridepc_new4(126.87),20210818_fantasy_new(12.36),20210818_lostark(9.14),20210818_closers(4.30),20210818_d_fighter_new2(3.76),20210818_stream(3.76),20210818_m_entertainer1(3.23),20210818_comic_new2(2.69),20210818_programming(2.69),20210818_tr(2.69)]"
컴퓨터,"[20210818_pridepc_new4(118.54),20210818_fantasy_new(28.70),20210818_comic_new2(8.73),20210818_ani1_new1(7.49),20210818_leagueoflegends4(3.74),20210818_depression_new1(3.74),20210818_baseball_new10(3.74),20210818_lostark(3.74),20210818_bitcoins(2.50),20210818_maplestory(2.50)]"
모니터,"[20210818_pridepc_new4(106.92),20210818_lostark(11.69),20210818_comic_new2(8.35),20210818_fight_game(8.35),20210818_leagueoflegends4(6.68),20210818_maplestory(6.68),20210818_baseball_new10(3.34),20210818_idolmaster(1.67),20210818_smartphone(1.67),20210818_tabletpc(1.67)]"
쿨러,[20210818_pridepc_new4(105.89)]
램,"[20210818_pridepc_new4(88.78),20210818_w_entertainer(29.59),20210818_football_new7(7.40),20210818_lostark(7.40),20210818_ib_new2(2.96),20210818_producex(2.96),20210818_smartphone(2.96),20210818_baseball_new10(2.96),20210818_mabi_heroes2(2.96),20210818_bitcoins(1.48)]"
보드,"[20210818_pridepc_new4(86.60),20210818_lostark(12.90),20210818_boardgame(3.69),20210818_baseball_new10(3.69),20210818_comic_new2(1.84),20210818_idolmaster(1.84),20210818_closers(1.84),20210818_chicken(1.84),20210818_smartphone(1.84),20210818_ani1_new1(1.84)]"
졸,"[20210818_baseball_ab2(154.36),20210818_akb48(9.23),20210818_lotto_new2(5.28),20210818_boardgame(3.96),20210818_depression_new1(3.96),20210818_gongik_new(2.64),20210818_d_fighter_new2(2.64),20210818_maplestory(2.64),20210818_divination(2.64),20210818_comic_new2(2.64)]"
이륙,"[20210818_pridepc_new4(84.63),20210818_fifaonline(9.67),20210818_granblue(4.84),20210818_car_new1(4.84),20210818_tabletpc(2.42),20210818_fantasy_new(2.42),20210818_baseball_new10(2.42),20210818_baseball_ab2(2.42)]"
몽고메리,"[20210818_samsunglions_new(203.50),20210818_hanwhaeagles_new(27.75),20210818_lotto_new2(27.75),20210818_baseball_ab2(18.50),20210818_skwyverns(4.63),20210818_tigers_new(2.31),20210818_blackpink(2.31),20210818_doosanbears_new1(2.31),20210818_lgtwins_new(2.31)]"
조립,"[20210818_pridepc_new4(79.82),20210818_toy(11.09),20210818_smartphone(4.43),20210818_baseball_new10(4.43),20210818_extra(2.22),20210818_programming(2.22),20210818_depression_new1(2.22),20210818_coronavirus(2.22),20210818_ani1_new1(2.22),20210818_stream(2.22)]"
이삭,"[20210818_pridepc_new4(78.61),20210818_idolmaster(12.68),20210818_baseball_new10(5.07),20210818_comic_new2(2.54),20210818_chicken(2.54),20210818_lostark(2.54),20210818_drama_new3(2.54)]"
용산,"[20210818_immovables(259.75),20210818_pridepc_new4(31.06),20210818_blackpink(5.65),20210818_top12(2.82),20210818_pripara(2.82)]"
임대,"[20210818_immovables(191.01),20210818_grsgills(9.67),20210818_top12(9.67),20210818_baseball_new10(4.84),20210818_akb48(4.84),20210818_football_new7(4.84),20210818_fantasy_new(2.42),20210818_stock_new2(2.42)]"
과천,"[20210818_immovables(186.37),20210818_government(3.52)]"
부개,"[20210818_immovables(94.95),20210818_bts(3.52)]"
둔촌,[20210818_immovables(78.44)]
아파트,"[20210818_immovables(80.57),20210818_baseball_new10(32.66),20210818_car_new1(18.51),20210818_cat(10.89),20210818_m_entertainer1(7.62),20210818_stream(7.62),20210818_drama_new3(6.53),20210818_comic_new2(5.44),20210818_neostock(4.36),20210818_d_fighter_new2(3.27)]"
분당,"[20210818_immovables(77.60),20210818_leagueoflegends4(17.74),20210818_baseball_new10(4.43),20210818_nba(2.22),20210818_fantasy_new(2.22),20210818_etc_program2(2.22),20210818_superband2(2.22),20210818_hanwhaeagles_new(2.22),20210818_cat(2.22),20210818_elsword(2.22)]"
부동산,"[20210818_immovables(70.42),20210818_baseball_new10(11.50),20210818_neostock(11.50),20210818_car_new1(8.62),20210818_m_entertainer1(7.19),20210818_stock_new2(5.75),20210818_drama_new3(4.31),20210818_giants_new2(4.31),20210818_mystery(2.87),20210818_divination(2.87)]"
건축,"[20210818_immovables(58.72),20210818_depression_new1(5.34),20210818_iu_new(2.67),20210818_baseball_ab2(2.67),20210818_stock_new2(2.67),20210818_stream(2.67)]"
압구정,"[20210818_immovables(56.47),20210818_bitcoins(2.82),20210818_m_entertainer1(2.82),20210818_drama_new3(2.82),20210818_stream(2.82)]"
반포,"[20210818_immovables(53.38),20210818_d_fighter_new2(2.67),20210818_fantasy_new(2.67),20210818_idolmaster(2.67),20210818_baseball_ab2(2.67),20210818_stream(2.67)]"
집값,"[20210818_immovables(46.57),20210818_m_entertainer1(25.87),20210818_stream(12.07),20210818_idolmaster(12.07),20210818_neostock(8.62),20210818_fantasy_new(6.90),20210818_drama_new3(6.90),20210818_stock_new2(5.17),20210818_baseball_new10(5.17),20210818_giants_new2(3.45)]"
둔주,"[20210818_immovables(45.20),20210818_lostark(3.23),20210818_pridepc_new4(3.23)]"
주공,"[20210818_fifaonline(123.23),20210818_immovables(39.07),20210818_stream(3.01),20210818_tr(3.01)]"
전세,"[20210818_immovables(37.55),20210818_fantasy_new(9.88),20210818_car_new1(3.95),20210818_loan_new1(3.95),20210818_neostock(1.98),20210818_government(1.98),20210818_idolmaster(1.98),20210818_earphone(1.98),20210818_divination(1.98),20210818_smartphone(1.98)]"
쿰,"[20210818_nba(337.02),20210818_bitcoins(2.22),20210818_akb48(2.22),20210818_ufc(2.22),20210818_blackpink(2.22),20210818_japan_entertainment(2.22),20210818_arbeit(2.22),20210818_maplestory(2.22),20210818_giants_new2(2.22),20210818_elsword(2.22)]"
고트,"[20210818_nba(131.86),20210818_baseball_ab2(35.50),20210818_football_new7(17.75),20210818_hiphop(5.07),20210818_ufc(5.07),20210818_mystery(5.07),20210818_neostock(2.54)]"
론,"[20210818_nba(125.30),20210818_baseball_ab2(13.37),20210818_loan_new1(8.35),20210818_grsgills(6.68),20210818_giants_new2(5.01),20210818_fantasy_new(3.34),20210818_pokemon(3.34),20210818_lostark(3.34),20210818_w_entertainer(1.67),20210818_top12(1.67)]"
탐슨,[20210818_nba(86.28)]
커리,"[20210818_nba(81.88),20210818_comic_new2(5.65),20210818_government(5.65),20210818_exam_new2(5.65),20210818_cs_new1(2.82)]"
몽고메리,"[20210818_samsunglions_new(203.50),20210818_hanwhaeagles_new(27.75),20210818_lotto_new2(27.75),20210818_baseball_ab2(18.50),20210818_skwyverns(4.63),20210818_tigers_new(2.31),20210818_blackpink(2.31),20210818_doosanbears_new1(2.31),20210818_lgtwins_new(2.31)]"
용산,"[20210818_immovables(259.75),20210818_pridepc_new4(31.06),20210818_blackpink(5.65),20210818_top12(2.82),20210818_pripara(2.82)]"
비드,"[20210818_nba(70.33),20210818_football_new7(7.03)]"
퀴,"[20210818_ib_new2(205.86),20210818_top12(195.82),20210818_w_entertainer(68.29),20210818_nba(64.27),20210818_grsgills(58.24),20210818_redvelvet(51.21),20210818_figureskating_new(45.19),20210818_twice_new(20.08),20210818_blackpink(11.05),20210818_samsunglions_new(11.05)]"
범수,"[20210818_hanwhaeagles_new(471.64),20210818_baseball_ab2(48.18),20210818_samsunglions_new(35.50),20210818_tigers_new(7.61),20210818_w_entertainer(5.07),20210818_lgtwins_new(5.07),20210818_grsgills(2.54)]"
몽고,"[20210818_samsunglions_new(171.67),20210818_lotto_new2(12.09),20210818_baseball_ab2(7.25),20210818_hanwhaeagles_new(7.25),20210818_cs_new1(4.84),20210818_comic_new2(4.84),20210818_w_entertainer(2.42),20210818_giants_new2(2.42)]"
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"[20210818_sh_new(559.70),20210818_baseball_new10(22.55),20210818_bitcoins(6.15),20210818_ib_new2(4.10),20210818_lgtwins_new(2.05),20210818_sdvx(2.05),20210818_smartphone(2.05),20210818_top12(2.05),20210818_samsunglions_new(2.05),20210818_closers(2.05)]"
우승,"[20210818_leagueoflegends4(148.59),20210818_football_new7(107.53),20210818_nba(65.49),20210818_baseball_ab2(57.67),20210818_lgtwins_new(45.94),20210818_giants_new2(22.48),20210818_samsunglions_new(13.69),20210818_hiphop(12.71),20210818_tigers_new(11.73),20210818_kart(10.75)]"
임대,"[20210818_immovables(191.01),20210818_grsgills(9.67),20210818_top12(9.67),20210818_baseball_new10(4.84),20210818_akb48(4.84),20210818_football_new7(4.84),20210818_fantasy_new(2.42),20210818_stock_new2(2.42)]"
현중,"[20210818_nba(48.36),20210818_sh_new(33.85),20210818_baseball_ab2(14.51),20210818_lgtwins_new(7.25),20210818_samsunglions_new(4.84),20210818_hanwhaeagles_new(2.42),20210818_doosanbears_new1(2.42),20210818_baseball_new10(2.42)]"
용산,"[20210818_immovables(259.75),20210818_pridepc_new4(31.06),20210818_blackpink(5.65),20210818_top12(2.82),20210818_pripara(2.82)]"
임대,"[20210818_immovables(191.01),20210818_grsgills(9.67),20210818_top12(9.67),20210818_baseball_new10(4.84),20210818_akb48(4.84),20210818_football_new7(4.84),20210818_fantasy_new(2.42),20210818_stock_new2(2.42)]"
과천,"[20210818_immovables(186.37),20210818_government(3.52)]"
부개,"[20210818_immovables(94.95),20210818_bts(3.52)]"
언냐들,"[20210818_m_entertainer1(233.57),20210818_w_entertainer(203.50),20210818_bts(16.19),20210818_mistertrot(11.56),20210818_producex(2.31),20210818_fantasy_new(2.31),20210818_redvelvet(2.31),20210818_lgbt(2.31),20210818_typemoon(2.31)]"
장미,"[20210818_m_entertainer1(214.58),20210818_w_entertainer(5.65),20210818_arbeit(5.65),20210818_maplestory(5.65),20210818_fantasy_new(2.82)]"
분당,"[20210818_immovables(77.60),20210818_leagueoflegends4(17.74),20210818_baseball_new10(4.43),20210818_nba(2.22),20210818_fantasy_new(2.22),20210818_etc_program2(2.22),20210818_superband2(2.22),20210818_hanwhaeagles_new(2.22),20210818_cat(2.22),20210818_elsword(2.22)]"
