rank, score, word, galls
98,481.0,릭,"[20210818_lostark(148.0),20210818_d_fighter_new2(34.0),20210818_elsword(41.0),20210818_typemoon(31.0),20210818_comic_new2(25.0),20210818_mabi_heroes2(24.0),20210818_closers(23.0),20210818_granblue(19.0),20210818_fantasy_new(18.0),20210818_maplestory(17.0),20210818_idolmaster(15.0),20210818_drama_new3(12.0),20210818_stream(12.0),20210818_leagueoflegends4(9.0),20210818_pokemon(6.0),20210818_sphero(4.0),20210818_touhou(4.0),20210818_game_mabinogi1(4.0),20210818_football_new7(3.0),20210818_kancolle(3.0),20210818_boardgame(3.0),20210818_ani1_new1(3.0),20210818_sdvx(3.0),20210818_grsgills(3.0),20210818_nba(2.0),20210818_pumpitup(2.0),20210818_fashion_new1(2.0),20210818_toy(2.0),20210818_tr(2.0),20210818_monsterhunter(1.0),20210818_lgtwins_new(1.0),20210818_producex(1.0),20210818_ff14(1.0),20210818_pripara(1.0),20210818_iu_new(1.0),20210818_earphone(1.0),20210818_car_new1(1.0),20210818_baseball_ab2(1.0),20210818_bns(1.0),20210818_lgbt(1.0),20210818_fight_game(1.0),20210818_fifaonline(1.0)]"
99,481.0,플로우,"[20210818_bitcoins(471.0),20210818_hiphop(6.0),20210818_programming(3.0)]"
100,477.0,쌈,"[20210818_top12(263.0),20210818_grsgills(99.0),20210818_baseball_new10(36.0),20210818_lostark(9.0),20210818_stream(6.0),20210818_idolmaster(6.0),20210818_fifaonline(5.0),20210818_akb48(4.0),20210818_etc_program2(4.0),20210818_fantasy_new(4.0),20210818_d_fighter_new2(3.0),20210818_comic_new2(3.0),20210818_producex(2.0),20210818_smartphone(2.0),20210818_tabletpc(2.0),20210818_lgtwins_new(2.0),20210818_maplestory(2.0),20210818_m_entertainer1(2.0),20210818_car_new1(2.0),20210818_redvelvet(2.0),20210818_hiphop(2.0),20210818_bitcoins(1.0),20210818_samsunglions_new(1.0),20210818_figureskating_new(1.0),20210818_immovables(1.0),20210818_mabi_heroes2(1.0),20210818_football_new7(1.0),20210818_bts(1.0),20210818_arbeit(1.0),20210818_fashion_new1(1.0),20210818_ff14(1.0),20210818_divination(1.0),20210818_loan_new1(1.0),20210818_mistertrot(1.0),20210818_closers(1.0),20210818_boardgame(1.0),20210818_extra(1.0),20210818_ib_new2(1.0),20210818_chicken(1.0),20210818_toy(1.0),20210818_leagueoflegends4(1.0),20210818_w_entertainer(1.0),20210818_lgbt(1.0),20210818_depression_new1(1.0),20210818_twice_new(1.0)]"
101,477.0,매수,"[20210818_bitcoins(262.0),20210818_neostock(128.0),20210818_doosanbears_new1(26.0),20210818_immovables(9.0),20210818_lostark(8.0),20210818_drama_new3(5.0),20210818_d_fighter_new2(4.0),20210818_samsunglions_new(3.0),20210818_football_new7(3.0),20210818_stock_new2(3.0),20210818_ib_new2(3.0),20210818_fantasy_new(3.0),20210818_top12(3.0),20210818_baseball_ab2(3.0),20210818_tabletpc(3.0),20210818_giants_new2(1.0),20210818_japan_entertainment(1.0),20210818_skwyverns(1.0),20210818_pridepc_new4(1.0),20210818_ani1_new1(1.0),20210818_bike(1.0),20210818_sbsdocu(1.0),20210818_leagueoflegends4(1.0),20210818_tigers_new(1.0),20210818_comic_new2(1.0),20210818_elsword(1.0),20210818_baseball_new10(1.0)]"
102,476.0,언냐들,"[20210818_m_entertainer1(234.0),20210818_w_entertainer(204.0),20210818_bts(16.0),20210818_mistertrot(12.0),20210818_typemoon(2.0),20210818_producex(2.0),20210818_fantasy_new(2.0),20210818_redvelvet(2.0),20210818_lgbt(2.0)]"
103,472.0,삼진,"[20210818_lgtwins_new(124.0),20210818_baseball_ab2(73.0),20210818_samsunglions_new(61.0),20210818_ktwiz(55.0),20210818_hanwhaeagles_new(40.0),20210818_giants_new2(28.0),20210818_sh_new(28.0),20210818_ncdinos(16.0),20210818_doosanbears_new1(14.0),20210818_tigers_new(14.0),20210818_skwyverns(12.0),20210818_lotto_new2(6.0),20210818_typemoon(2.0)]"
104,471.0,주식,"[20210818_neostock(240.0),20210818_m_entertainer1(28.0),20210818_bitcoins(22.0),20210818_comic_new2(20.0),20210818_producex(12.0),20210818_car_new1(11.0),20210818_baseball_new10(11.0),20210818_w_entertainer(10.0),20210818_drama_new3(9.0),20210818_etc_program2(7.0),20210818_cs_new1(6.0),20210818_bike(6.0),20210818_granblue(5.0),20210818_divination(5.0),20210818_depression_new1(5.0),20210818_fantasy_new(4.0),20210818_top12(4.0),20210818_redvelvet(4.0),20210818_typemoon(4.0),20210818_extra(4.0),20210818_ib_new2(4.0),20210818_immovables(3.0),20210818_maplestory(3.0),20210818_stream(3.0),20210818_baseball_ab2(3.0),20210818_programming(3.0),20210818_arbeit(3.0),20210818_akb48(3.0),20210818_closers(3.0),20210818_samsunglions_new(2.0),20210818_diet(2.0),20210818_lostark(2.0),20210818_fashion_new1(2.0),20210818_smartphone(2.0),20210818_toy(2.0),20210818_blackpink(2.0),20210818_grsgills(2.0),20210818_idolmaster(2.0),20210818_pridepc_new4(1.0),20210818_lotto_new2(1.0),20210818_nba(1.0),20210818_government(1.0),20210818_lgtwins_new(1.0),20210818_skwyverns(1.0),20210818_game_mabinogi1(1.0),20210818_loan_new1(1.0),20210818_mistertrot(1.0),20210818_iu_new(1.0),20210818_sbsdocu(1.0),20210818_gongik_new(1.0),20210818_hanwhaeagles_new(1.0),20210818_tr(1.0),20210818_lgbt(1.0)]"
105,470.0,익,"[20210818_lostark(223.0),20210818_bitcoins(60.0),20210818_sh_new(37.0),20210818_drama_new3(23.0),20210818_stock_new2(16.0),20210818_neostock(13.0),20210818_maplestory(10.0),20210818_baseball_ab2(10.0),20210818_immovables(7.0),20210818_loan_new1(7.0),20210818_baseball_new10(7.0),20210818_giants_new2(6.0),20210818_lgtwins_new(5.0),20210818_pumpitup(5.0),20210818_fantasy_new(4.0),20210818_stream(4.0),20210818_comic_new2(4.0),20210818_m_entertainer1(3.0),20210818_d_fighter_new2(3.0),20210818_car_new1(3.0),20210818_touhou(2.0),20210818_closers(2.0),20210818_ib_new2(2.0),20210818_etc_program2(2.0),20210818_lgbt(2.0),20210818_idolmaster(2.0),20210818_programming(1.0),20210818_sphero(1.0),20210818_samsunglions_new(1.0),20210818_government(1.0),20210818_mabi_heroes2(1.0),20210818_football_new7(1.0),20210818_kancolle(1.0),20210818_pridepc_new4(1.0),20210818_smartphone(1.0),20210818_ani1_new1(1.0),20210818_bike(1.0),20210818_fifaonline(1.0)]"
106,470.0,그레이,"[20210818_hiphop(446.0),20210818_smartphone(4.0),20210818_comic_new2(4.0),20210818_pridepc_new4(2.0),20210818_fashion_new1(2.0),20210818_divination(2.0),20210818_extra(2.0),20210818_blackpink(2.0),20210818_car_new1(2.0),20210818_bitcoins(2.0)]"
107,464.0,풍,"[20210818_stream(157.0),20210818_granblue(121.0),20210818_fight_game(62.0),20210818_ib_new2(47.0),20210818_comic_new2(24.0),20210818_grsgills(22.0),20210818_nba(7.0),20210818_loan_new1(5.0),20210818_giants_new2(3.0),20210818_lostark(3.0),20210818_monsterhunter(2.0),20210818_samsunglions_new(2.0),20210818_immovables(2.0),20210818_mistertrot(2.0),20210818_bike(2.0),20210818_fantasy_new(2.0),20210818_tr(2.0)]"
108,464.0,웅,"[20210818_mistertrot(219.0),20210818_lgtwins_new(118.0),20210818_giants_new2(28.0),20210818_drama_new3(9.0),20210818_loan_new1(8.0),20210818_hiphop(7.0),20210818_top12(6.0),20210818_etc_program2(6.0),20210818_sh_new(6.0),20210818_w_entertainer(5.0),20210818_government(3.0),20210818_game_mabinogi1(3.0),20210818_lotto_new2(3.0),20210818_football_new7(2.0),20210818_maplestory(2.0),20210818_extra(2.0),20210818_ib_new2(2.0),20210818_kart(2.0),20210818_tigers_new(2.0),20210818_bitcoins(2.0),20210818_doosanbears_new1(2.0),20210818_ff14(2.0),20210818_divination(2.0),20210818_ktwiz(2.0),20210818_m_entertainer1(2.0),20210818_baseball_ab2(2.0),20210818_redvelvet(2.0),20210818_lgbt(2.0),20210818_comic_new2(2.0),20210818_baseball_new10(2.0),20210818_programming(1.0),20210818_bts(1.0),20210818_kancolle(1.0),20210818_lostark(1.0),20210818_ani1_new1(1.0),20210818_sbsdocu(1.0),20210818_sdvx(1.0),20210818_leagueoflegends4(1.0),20210818_earphone(1.0),20210818_hanwhaeagles_new(1.0),20210818_tr(1.0),20210818_bns(1.0),20210818_depression_new1(1.0),20210818_idolmaster(1.0),20210818_twice_new(1.0)]"
109,463.0,시청자,"[20210818_ib_new2(262.0),20210818_stream(148.0),20210818_leagueoflegends4(9.0),20210818_fight_game(6.0),20210818_drama_new3(5.0),20210818_grsgills(5.0),20210818_smartphone(3.0),20210818_redvelvet(3.0),20210818_granblue(3.0),20210818_lostark(3.0),20210818_nba(2.0),20210818_typemoon(2.0),20210818_maplestory(2.0),20210818_mistertrot(2.0),20210818_stock_new2(2.0),20210818_extra(2.0),20210818_sbsdocu(2.0),20210818_top12(2.0),20210818_baseball_ab2(2.0),20210818_comic_new2(2.0)]"
110,459.0,볼넷,"[20210818_lgtwins_new(199.0),20210818_samsunglions_new(70.0),20210818_ktwiz(39.0),20210818_hanwhaeagles_new(29.0),20210818_baseball_ab2(25.0),20210818_sh_new(23.0),20210818_giants_new2(21.0),20210818_tigers_new(18.0),20210818_doosanbears_new1(12.0),20210818_skwyverns(12.0),20210818_lotto_new2(6.0),20210818_ncdinos(6.0)]"
111,457.0,메,"[20210818_maplestory(139.0),20210818_w_entertainer(111.0),20210818_football_new7(57.0),20210818_lostark(18.0),20210818_boardgame(13.0),20210818_toy(9.0),20210818_comic_new2(8.0),20210818_fantasy_new(8.0),20210818_bitcoins(6.0),20210818_tigers_new(6.0),20210818_idolmaster(6.0),20210818_fifaonline(6.0),20210818_elsword(6.0),20210818_samsunglions_new(4.0),20210818_japan_entertainment(4.0),20210818_top12(4.0),20210818_pridepc_new4(4.0),20210818_ani1_new1(3.0),20210818_d_fighter_new2(3.0),20210818_baseball_new10(3.0),20210818_nba(3.0),20210818_producex(3.0),20210818_pripara(3.0),20210818_leagueoflegends4(3.0),20210818_grsgills(3.0),20210818_touhou(2.0),20210818_ib_new2(2.0),20210818_pokemon(2.0),20210818_cs_new1(1.0),20210818_lgtwins_new(1.0),20210818_bts(1.0),20210818_akb48(1.0),20210818_bike(1.0),20210818_m_entertainer1(1.0),20210818_monsterhunter(1.0),20210818_government(1.0),20210818_giants_new2(1.0),20210818_mabi_heroes2(1.0),20210818_cat(1.0),20210818_typemoon(1.0),20210818_fashion_new1(1.0),20210818_mistertrot(1.0),20210818_closers(1.0),20210818_iu_new(1.0),20210818_sdvx(1.0),20210818_stream(1.0),20210818_blackpink(1.0),20210818_car_new1(1.0),20210818_hanwhaeagles_new(1.0),20210818_baseball_ab2(1.0),20210818_redvelvet(1.0),20210818_depression_new1(1.0),20210818_twice_new(1.0)]"
112,456.0,제구,"[20210818_lgtwins_new(192.0),20210818_samsunglions_new(55.0),20210818_hanwhaeagles_new(49.0),20210818_doosanbears_new1(36.0),20210818_ncdinos(26.0),20210818_tigers_new(24.0),20210818_ktwiz(20.0),20210818_giants_new2(16.0),20210818_sh_new(16.0),20210818_skwyverns(10.0),20210818_baseball_ab2(8.0),20210818_fight_game(4.0),20210818_idolmaster(2.0)]"
113,455.0,원빈,"[20210818_lgtwins_new(136.0),20210818_giants_new2(81.0),20210818_sh_new(71.0),20210818_samsunglions_new(44.0),20210818_doosanbears_new1(36.0),20210818_tigers_new(32.0),20210818_ncdinos(15.0),20210818_hanwhaeagles_new(13.0),20210818_skwyverns(5.0),20210818_baseball_new10(5.0),20210818_fashion_new1(3.0),20210818_plastic_s(3.0),20210818_immovables(2.0),20210818_diet(2.0),20210818_football_new7(2.0),20210818_extra(2.0),20210818_drama_new3(2.0),20210818_neostock(2.0),20210818_bitcoins(2.0)]"
114,453.0,학,"[20210818_w_entertainer(286.0),20210818_producex(45.0),20210818_samsunglions_new(19.0),20210818_m_entertainer1(11.0),20210818_gongik_new(10.0),20210818_elsword(9.0),20210818_tigers_new(8.0),20210818_drama_new3(6.0),20210818_comic_new2(5.0),20210818_doosanbears_new1(4.0),20210818_typemoon(4.0),20210818_exam_new2(4.0),20210818_baseball_ab2(4.0),20210818_baseball_new10(4.0),20210818_giants_new2(3.0),20210818_lgtwins_new(2.0),20210818_pumpitup(2.0),20210818_lotto_new2(2.0),20210818_etc_program2(2.0),20210818_fantasy_new(2.0),20210818_sh_new(2.0),20210818_top12(2.0),20210818_depression_new1(2.0),20210818_cs_new1(1.0),20210818_touhou(1.0),20210818_mistertrot(1.0),20210818_ktwiz(1.0),20210818_ib_new2(1.0),20210818_chicken(1.0),20210818_sbsdocu(1.0),20210818_jumper(1.0),20210818_car_new1(1.0),20210818_lgbt(1.0),20210818_twice_new(1.0),20210818_hiphop(1.0)]"
115,453.0,만개,"[20210818_comic_new2(413.0),20210818_fantasy_new(11.0),20210818_idolmaster(5.0),20210818_granblue(2.0),20210818_football_new7(2.0),20210818_kancolle(2.0),20210818_typemoon(2.0),20210818_maplestory(2.0),20210818_mistertrot(2.0),20210818_boardgame(2.0),20210818_ib_new2(2.0),20210818_ani1_new1(2.0),20210818_leagueoflegends4(2.0),20210818_stream(2.0),20210818_w_entertainer(2.0),20210818_bitcoins(2.0)]"
116,453.0,윤석,"[20210818_drama_new3(173.0),20210818_stock_new2(90.0),20210818_baseball_new10(43.0),20210818_giants_new2(29.0),20210818_fantasy_new(17.0),20210818_lgtwins_new(14.0),20210818_baseball_ab2(13.0),20210818_ktwiz(12.0),20210818_comic_new2(9.0),20210818_depression_new1(8.0),20210818_neostock(5.0),20210818_immovables(4.0),20210818_football_new7(3.0),20210818_akb48(3.0),20210818_producex(3.0),20210818_pridepc_new4(2.0),20210818_m_entertainer1(2.0),20210818_stream(2.0),20210818_idolmaster(2.0),20210818_samsunglions_new(1.0),20210818_government(1.0),20210818_coronavirus(1.0),20210818_divination(1.0),20210818_mistertrot(1.0),20210818_ib_new2(1.0),20210818_etc_program2(1.0),20210818_mystery(1.0),20210818_toy(1.0),20210818_leagueoflegends4(1.0),20210818_earphone(1.0),20210818_w_entertainer(1.0),20210818_grsgills(1.0),20210818_top12(1.0),20210818_tabletpc(1.0),20210818_bitcoins(1.0)]"
117,450.0,커,"[20210818_leagueoflegends4(119.0),20210818_w_entertainer(92.0),20210818_lostark(63.0),20210818_stream(20.0),20210818_comic_new2(20.0),20210818_producex(16.0),20210818_idolmaster(10.0),20210818_tigers_new(7.0),20210818_ff14(6.0),20210818_fantasy_new(6.0),20210818_m_entertainer1(5.0),20210818_mistertrot(5.0),20210818_etc_program2(5.0),20210818_maplestory(4.0),20210818_baseball_new10(4.0),20210818_typemoon(4.0),20210818_football_new7(4.0),20210818_tr(3.0),20210818_nba(3.0),20210818_drama_new3(3.0),20210818_d_fighter_new2(3.0),20210818_grsgills(3.0),20210818_baseball_ab2(3.0),20210818_redvelvet(3.0),20210818_granblue(2.0),20210818_gf(2.0),20210818_car_new1(2.0),20210818_top12(2.0),20210818_bts(1.0),20210818_fashion_new1(1.0),20210818_chicken(1.0),20210818_ufc(1.0),20210818_toy(1.0),20210818_monsterhunter(1.0),20210818_touhou(1.0),20210818_figureskating_new(1.0),20210818_lgtwins_new(1.0),20210818_closers(1.0),20210818_smartphone(1.0),20210818_ib_new2(1.0),20210818_pokemon(1.0),20210818_depression_new1(1.0),20210818_bitcoins(1.0),20210818_sphero(1.0),20210818_mabi_heroes2(1.0),20210818_pumpitup(1.0),20210818_game_mabinogi1(1.0),20210818_pridepc_new4(1.0),20210818_divination(1.0),20210818_exam_new2(1.0),20210818_iu_new(1.0),20210818_boardgame(1.0),20210818_lotto_new2(1.0),20210818_sdvx(1.0),20210818_earphone(1.0),20210818_lgbt(1.0),20210818_elsword(1.0),20210818_cs_new1(0.0),20210818_immovables(0.0),20210818_giants_new2(0.0),20210818_diet(0.0),20210818_arbeit(0.0),20210818_cat(0.0),20210818_stock_new2(0.0),20210818_sbsdocu(0.0),20210818_winkgall(0.0),20210818_jumper(0.0),20210818_bns(0.0),20210818_twice_new(0.0),20210818_hiphop(0.0)]"
118,450.0,봉,"[20210818_ib_new2(195.0),20210818_blackpink(80.0),20210818_baseball_new10(31.0),20210818_bitcoins(23.0),20210818_w_entertainer(21.0),20210818_iu_new(14.0),20210818_fifaonline(12.0),20210818_neostock(7.0),20210818_lgtwins_new(6.0),20210818_samsunglions_new(4.0),20210818_depression_new1(3.0),20210818_comic_new2(3.0),20210818_fantasy_new(3.0),20210818_m_entertainer1(3.0),20210818_grsgills(3.0),20210818_sh_new(3.0),20210818_lostark(2.0),20210818_extra(2.0),20210818_stream(2.0),20210818_bns(2.0),20210818_hiphop(2.0),20210818_giants_new2(1.0),20210818_mabi_heroes2(1.0),20210818_granblue(1.0),20210818_diet(1.0),20210818_japan_entertainment(1.0),20210818_typemoon(1.0),20210818_producex(1.0),20210818_loan_new1(1.0),20210818_smartphone(1.0),20210818_d_fighter_new2(1.0),20210818_car_new1(1.0),20210818_top12(1.0),20210818_baseball_ab2(1.0),20210818_idolmaster(1.0),20210818_elsword(1.0),20210818_pumpitup(1.0),20210818_skwyverns(1.0),20210818_pridepc_new4(1.0),20210818_plastic_s(1.0),20210818_maplestory(1.0),20210818_mistertrot(1.0),20210818_ktwiz(1.0),20210818_drama_new3(1.0),20210818_gf(1.0),20210818_chicken(1.0),20210818_ani1_new1(1.0),20210818_sdvx(1.0),20210818_kart(1.0),20210818_jumper(1.0),20210818_lgbt(1.0)]"
119,450.0,ㅅ,"[20210818_lgtwins_new(114.0),20210818_loan_new1(98.0),20210818_giants_new2(43.0),20210818_ktwiz(34.0),20210818_samsunglions_new(27.0),20210818_sh_new(27.0),20210818_ncdinos(27.0),20210818_tigers_new(19.0),20210818_divination(10.0),20210818_skwyverns(9.0),20210818_neostock(9.0),20210818_bitcoins(7.0),20210818_lotto_new2(6.0),20210818_hanwhaeagles_new(4.0),20210818_iu_new(3.0),20210818_baseball_ab2(3.0),20210818_elsword(3.0),20210818_football_new7(1.0),20210818_leagueoflegends4(1.0),20210818_grsgills(1.0),20210818_redvelvet(1.0),20210818_depression_new1(1.0)]"
120,449.0,삼성,"[20210818_smartphone(153.0),20210818_samsunglions_new(62.0),20210818_lotto_new2(41.0),20210818_neostock(30.0),20210818_tabletpc(28.0),20210818_comic_new2(15.0),20210818_car_new1(10.0),20210818_idolmaster(10.0),20210818_pridepc_new4(8.0),20210818_baseball_new10(8.0),20210818_drama_new3(7.0),20210818_hanwhaeagles_new(6.0),20210818_fantasy_new(5.0),20210818_earphone(5.0),20210818_baseball_ab2(4.0),20210818_programming(4.0),20210818_immovables(3.0),20210818_giants_new2(3.0),20210818_ktwiz(3.0),20210818_gf(3.0),20210818_leagueoflegends4(3.0),20210818_lgtwins_new(3.0),20210818_grsgills(3.0),20210818_cs_new1(2.0),20210818_skwyverns(2.0),20210818_maplestory(2.0),20210818_loan_new1(2.0),20210818_iu_new(2.0),20210818_m_entertainer1(2.0),20210818_stream(2.0),20210818_bitcoins(1.0),20210818_akb48(1.0),20210818_coronavirus(1.0),20210818_bike(1.0),20210818_d_fighter_new2(1.0),20210818_depression_new1(1.0),20210818_ncdinos(1.0),20210818_diet(1.0),20210818_bts(1.0),20210818_lostark(1.0),20210818_pumpitup(1.0),20210818_producex(1.0),20210818_divination(1.0),20210818_exam_new2(1.0),20210818_extra(1.0),20210818_ib_new2(1.0),20210818_ani1_new1(1.0),20210818_sdvx(1.0),20210818_tigers_new(1.0),20210818_blackpink(1.0),20210818_fifaonline(1.0)]"
121,449.0,플레임,"[20210818_stream(407.0),20210818_pumpitup(17.0),20210818_leagueoflegends4(17.0),20210818_pokemon(6.0),20210818_lostark(3.0)]"
122,443.0,만화,"[20210818_comic_new2(249.0),20210818_fantasy_new(38.0),20210818_idolmaster(32.0),20210818_typemoon(19.0),20210818_divination(9.0),20210818_stream(9.0),20210818_baseball_new10(7.0),20210818_toy(6.0),20210818_maplestory(6.0),20210818_ani1_new1(6.0),20210818_touhou(5.0),20210818_kancolle(5.0),20210818_d_fighter_new2(5.0),20210818_baseball_ab2(4.0),20210818_granblue(3.0),20210818_football_new7(2.0),20210818_pokemon(2.0),20210818_leagueoflegends4(2.0),20210818_w_entertainer(2.0),20210818_car_new1(2.0),20210818_depression_new1(2.0),20210818_programming(2.0),20210818_mabi_heroes2(2.0),20210818_lostark(2.0),20210818_fashion_new1(2.0),20210818_closers(2.0),20210818_boardgame(2.0),20210818_drama_new3(2.0),20210818_mystery(2.0),20210818_earphone(2.0),20210818_grsgills(2.0),20210818_elsword(2.0),20210818_monsterhunter(1.0),20210818_sphero(1.0),20210818_cs_new1(1.0),20210818_samsunglions_new(1.0),20210818_cat(1.0),20210818_game_mabinogi1(1.0),20210818_pridepc_new4(1.0),20210818_pripara(1.0),20210818_extra(1.0),20210818_sdvx(1.0),20210818_blackpink(1.0),20210818_top12(1.0),20210818_tr(1.0)]"
123,439.0,하이브,"[20210818_grsgills(141.0),20210818_top12(139.0),20210818_akb48(53.0),20210818_etc_program2(44.0),20210818_w_entertainer(21.0),20210818_baseball_new10(21.0),20210818_bts(16.0),20210818_tr(2.0),20210818_twice_new(2.0)]"
124,438.0,페,"[20210818_lostark(162.0),20210818_football_new7(25.0),20210818_ib_new2(26.0),20210818_leagueoflegends4(17.0),20210818_baseball_new10(15.0),20210818_comic_new2(13.0),20210818_drama_new3(13.0),20210818_granblue(10.0),20210818_maplestory(10.0),20210818_tabletpc(9.0),20210818_hanwhaeagles_new(8.0),20210818_typemoon(8.0),20210818_stream(7.0),20210818_m_entertainer1(7.0),20210818_idolmaster(7.0),20210818_ff14(6.0),20210818_doosanbears_new1(6.0),20210818_toy(5.0),20210818_elsword(5.0),20210818_baseball_ab2(4.0),20210818_w_entertainer(4.0),20210818_extra(4.0),20210818_fantasy_new(4.0),20210818_lgtwins_new(4.0),20210818_game_mabinogi1(4.0),20210818_fifaonline(4.0),20210818_divination(3.0),20210818_smartphone(3.0),20210818_d_fighter_new2(3.0),20210818_mabi_heroes2(2.0),20210818_pokemon(2.0),20210818_top12(2.0),20210818_samsunglions_new(2.0),20210818_kancolle(2.0),20210818_touhou(2.0),20210818_stock_new2(2.0),20210818_giants_new2(2.0),20210818_diet(1.0),20210818_loan_new1(1.0),20210818_closers(1.0),20210818_etc_program2(1.0),20210818_tigers_new(1.0),20210818_depression_new1(1.0),20210818_car_new1(1.0),20210818_redvelvet(1.0),20210818_monsterhunter(1.0),20210818_immovables(1.0),20210818_pumpitup(1.0),20210818_skwyverns(1.0),20210818_akb48(1.0),20210818_producex(1.0),20210818_sdvx(1.0),20210818_bitcoins(1.0),20210818_sphero(1.0),20210818_cs_new1(1.0),20210818_fashion_new1(1.0),20210818_jumper(1.0),20210818_hiphop(1.0),20210818_programming(0.0),20210818_bts(0.0),20210818_arbeit(0.0),20210818_coronavirus(0.0),20210818_iu_new(0.0),20210818_boardgame(0.0),20210818_chicken(0.0),20210818_grsgills(0.0),20210818_tr(0.0),20210818_cat(0.0),20210818_pridepc_new4(0.0),20210818_plastic_s(0.0),20210818_pripara(0.0),20210818_gf(0.0),20210818_ufc(0.0),20210818_ani1_new1(0.0),20210818_sbsdocu(0.0),20210818_gongik_new(0.0),20210818_neostock(0.0),20210818_bns(0.0),20210818_lgbt(0.0),20210818_twice_new(0.0)]"
125,436.0,앨범,"[20210818_hiphop(131.0),20210818_top12(75.0),20210818_w_entertainer(67.0),20210818_redvelvet(53.0),20210818_etc_program2(30.0),20210818_grsgills(14.0),20210818_baseball_new10(14.0),20210818_mistertrot(8.0),20210818_iu_new(8.0),20210818_m_entertainer1(6.0),20210818_twice_new(6.0),20210818_diet(5.0),20210818_producex(5.0),20210818_bts(3.0),20210818_earphone(3.0),20210818_drama_new3(2.0),20210818_gf(2.0),20210818_leagueoflegends4(2.0),20210818_blackpink(2.0),20210818_lgbt(2.0),20210818_idolmaster(2.0)]"
126,435.0,불펜,"[20210818_samsunglions_new(202.0),20210818_lgtwins_new(65.0),20210818_giants_new2(53.0),20210818_tigers_new(32.0),20210818_sh_new(27.0),20210818_hanwhaeagles_new(19.0),20210818_lotto_new2(10.0),20210818_baseball_ab2(10.0),20210818_ktwiz(6.0),20210818_ncdinos(4.0),20210818_doosanbears_new1(2.0),20210818_skwyverns(2.0),20210818_drama_new3(2.0),20210818_baseball_new10(2.0)]"
127,435.0,슬,"[20210818_lostark(289.0),20210818_m_entertainer1(39.0),20210818_w_entertainer(13.0),20210818_monsterhunter(15.0),20210818_baseball_ab2(11.0),20210818_comic_new2(6.0),20210818_typemoon(5.0),20210818_maplestory(5.0),20210818_closers(5.0),20210818_drama_new3(5.0),20210818_stream(5.0),20210818_baseball_new10(5.0),20210818_redvelvet(4.0),20210818_game_mabinogi1(4.0),20210818_doosanbears_new1(2.0),20210818_pridepc_new4(2.0),20210818_fantasy_new(2.0),20210818_neostock(2.0),20210818_sh_new(2.0),20210818_tr(2.0),20210818_lgtwins_new(1.0),20210818_mabi_heroes2(1.0),20210818_divination(1.0),20210818_mistertrot(1.0),20210818_iu_new(1.0),20210818_smartphone(1.0),20210818_ib_new2(1.0),20210818_ani1_new1(1.0),20210818_blackpink(1.0)]"
128,433.0,한화,"[20210818_leagueoflegends4(187.0),20210818_hanwhaeagles_new(69.0),20210818_lotto_new2(53.0),20210818_samsunglions_new(45.0),20210818_tigers_new(14.0),20210818_lgtwins_new(9.0),20210818_baseball_ab2(9.0),20210818_ktwiz(7.0),20210818_fantasy_new(6.0),20210818_neostock(6.0),20210818_giants_new2(4.0),20210818_sh_new(4.0),20210818_extra(3.0),20210818_idolmaster(3.0),20210818_baseball_new10(3.0),20210818_immovables(1.0),20210818_doosanbears_new1(1.0),20210818_bts(1.0),20210818_loan_new1(1.0),20210818_closers(1.0),20210818_stream(1.0),20210818_comic_new2(1.0),20210818_ncdinos(1.0)]"
129,432.0,미라클,"[20210818_maplestory(421.0),20210818_pridepc_new4(3.0),20210818_ktwiz(3.0),20210818_d_fighter_new2(3.0),20210818_twice_new(3.0)]"
130,432.0,걸프,"[20210818_grsgills(395.0),20210818_toy(11.0),20210818_baseball_new10(11.0),20210818_etc_program2(8.0),20210818_top12(6.0)]"
131,431.0,플립,"[20210818_smartphone(255.0),20210818_drama_new3(24.0),20210818_m_entertainer1(24.0),20210818_comic_new2(20.0),20210818_baseball_new10(15.0),20210818_idolmaster(11.0),20210818_producex(7.0),20210818_bts(6.0),20210818_extra(5.0),20210818_neostock(5.0),20210818_samsunglions_new(4.0),20210818_diet(4.0),20210818_lgbt(4.0),20210818_cs_new1(3.0),20210818_akb48(3.0),20210818_skwyverns(2.0),20210818_arbeit(2.0),20210818_maplestory(2.0),20210818_car_new1(2.0),20210818_baseball_ab2(2.0),20210818_tabletpc(2.0),20210818_bitcoins(1.0),20210818_figureskating_new(1.0),20210818_lgtwins_new(1.0),20210818_football_new7(1.0),20210818_pridepc_new4(1.0),20210818_fashion_new1(1.0),20210818_divination(1.0),20210818_loan_new1(1.0),20210818_toy(1.0),20210818_fantasy_new(1.0),20210818_d_fighter_new2(1.0),20210818_blackpink(1.0),20210818_tr(1.0),20210818_depression_new1(1.0),20210818_programming(1.0),20210818_giants_new2(1.0),20210818_japan_entertainment(1.0),20210818_kancolle(1.0),20210818_typemoon(1.0),20210818_closers(1.0),20210818_gf(1.0),20210818_bike(1.0),20210818_earphone(1.0),20210818_w_entertainer(1.0),20210818_tigers_new(1.0),20210818_redvelvet(1.0),20210818_elsword(1.0)]"
